customer_id,customer_name,email,registration_date,customer_type
CUST00678,Nisha Mercer,nisha.mercer85@inbox.co,2025-07-21,REGULAR
CUST00679,Alice Iyer,alice.iyer83@mailbox.net,2024-08-12,REGULAR
CUST00680,Ethan Quinn,ethan.quinn10@inbox.co,2025-01-17,REGULAR
CUST00681,Freya Cole,freya.cole65@mailbox.net,2024-09-21,REGULAR
CUST00682,Noah Fischer,noah.fischer11@,2025-03-29,REGULAR
CUST00683,Victor Ford,victor.ford64@inbox.co,2024-10-30,REGULAR
CUST00684,Nora Patel,nora.patel52@inbox.co,2024-11-14,REGULAR
CUST00685,Alice Sharma,alice.sharma78@shopmail.org,2024-11-02,PREMIUM
CUST00686,Alice Gill,alice.gill44@shopmail.org,2025-11-11,PREMIUM
CUST00687,Yash Blake,yash.blake72@inbox.co,2025-07-06,PREMIUM
CUST00688,Chloe Ford,chloe.ford13@mailbox.net,2024-11-25,REGULAR
CUST00689,Ivan Petrova,ivan.petrova67@shopmail.org,2026-02-12,PREMIUM
CUST00690,Rohan Verma,rohan.verma18@inbox.co,2025-12-18,REGULAR
CUST00691,Cleo Dutta,cleo.dutta16@inbox.co,2025-02-09,REGULAR
CUST00692,Dev Sokolov,dev.sokolov97@inbox.co,2024-11-19,REGULAR
CUST00693,Wren Kapoor,wren.kapoor59@mailbox.net,2025-11-05,VIP
CUST00694,Aarav Hale,aarav.hale71@inbox.co,2024-09-19,PREMIUM
CUST00695,Ethan Vaughn,ethan.vaughn89@mailbox.net,2025-01-29,PREMIUM
CUST00696,Arjun Reddy,arjun.reddy85@shopmail.org,2025-09-01,REGULAR
CUST00697,Noah Grant,noah.grant89@mailbox.net,2026-04-16,REGULAR
CUST00698,Freya Petrova,freya.petrova18@mailbox.net,2025-11-07,REGULAR
CUST00699,Adam Muller,adam.muller41@mailbox.net,2026-02-12,REGULAR
CUST00700,Cleo Petrova,cleo.petrova87@mailbox.net,2025-07-20,VIP
CUST00701,Priya Vaughn,priya.vaughn89@shopmail.org,2026-02-07,PREMIUM
CUST00702,Ivan Kim,ivan.kim75@inbox.co,2025-12-05,PREMIUM
CUST00703,Jonas Petrova,jonas.petrova2@example.com,2025-10-07,REGULAR
CUST00704,Sara Iyer,sara.iyer26@shopmail.org,2024-09-27,PREMIUM
CUST00705,Neel Petrova,neel.petrova19@example.com,2025-04-14,PREMIUM
CUST00706,Marcus Gill,marcus.gill5@shopmail.org,2026-02-06,PREMIUM
CUST00707,Vivaan Kim,vivaan.kim96@inbox.co,2025-03-18,REGULAR
CUST00708,Marcus Iyer,marcus.iyer50@inbox.co,2025-08-26,VIP
CUST00709,Hugo Kim,hugo.kim2@shopmail.org,2024-09-25,REGULAR
CUST00710,Leo Bhatt,leo.bhatt97@mailbox.net,2025-08-12,PREMIUM
CUST00711,Dev Petrova,dev.petrova23@example.com,2025-11-03,REGULAR
CUST00712,Priya Vaughn,priya.vaughn49@example.com,2024-12-01,REGULAR
CUST00713,Alice Novak,alice.novak21@shopmail.org,2024-12-12,REGULAR
CUST00714,Ruby Rao,ruby.rao20@shopmail.org,2024-09-10,REGULAR
CUST00715,Cleo Muller,cleo.muller74@shopmail.org,2025-12-16,REGULAR
CUST00716,Hugo Hale,hugo.hale24@example.com,2025-03-14,PREMIUM
CUST00717,Neel Grant,neel.grant69@inbox.co,2026-02-08,REGULAR
CUST00718,Yash Gill,yash.gill43@shopmail.org,2025-07-06,REGULAR
CUST00719,Cleo Hale,cleo.hale72@example.com,2025-11-30,REGULAR
CUST00720,Ivan Ford,ivan.ford83@mailbox.net,2025-04-04,VIP
CUST00721,Hugo Weber,hugo.weber50@shopmail.org,2024-11-25,REGULAR
CUST00722,Marcus Patel,marcus.patel99@shopmail.org,2026-01-12,REGULAR
CUST00723,Adam Ford,adam.ford6@shopmail.org,2025-12-12,PREMIUM
CUST00724,Dev Larsen,dev.larsen11@example.com,2026-01-09,REGULAR
CUST00725,Jonas Rossi,jonas.rossi81@example.com,2024-08-08,REGULAR
CUST00726,Tara Sullivan,tara.sullivan27@inbox.co,2024-11-15,PREMIUM
CUST00727,Kabir Rao,kabir.rao59@shopmail.org,2024-08-25,REGULAR
CUST00728,Kabir Iyer,kabir.iyer33@example.com,2025-01-30,REGULAR
CUST00729,Yash Novak,yash.novak50@inbox.co,2025-09-22,PREMIUM
CUST00730,Maya Larsen,maya.larsen50@example.com,2024-08-18,REGULAR
CUST00731,Cleo Khan,cleo.khan6@example.com,2026-03-23,REGULAR
CUST00732,Adam Reddy,adam.reddy88@shopmail.org,2025-05-24,REGULAR
CUST00733,Marcus Ford,marcus.ford51@example.com,2025-08-26,REGULAR
CUST00734,Jonas Bhatt,jonas.bhatt96@inbox.co,2024-12-18,PREMIUM
CUST00735,Jonas Petrova,jonas.petrova39@shopmail.org,2024-12-26,VIP
CUST00736,Aarav Kim,aarav.kim19@example.com,2026-02-20,REGULAR
CUST00737,Victor Fischer,victor.fischer71@example.com,2026-02-02,REGULAR
CUST00738,Ivan Gill,ivan.gill83@mailbox.net,2025-09-27,REGULAR
CUST00739,Yash Novak,yash.novak15@mailbox.net,2025-02-15,PREMIUM
CUST00740,Victor Iyer,victor.iyer60@example.com,2026-02-14,REGULAR
CUST00741,Kabir Novak,kabir.novak26@inbox.co,2024-11-09,VIP
CUST00742,Ivan Mehta,ivan.mehta13@shopmail.org,2025-03-29,REGULAR
CUST00743,Dev Larsen,dev.larsen58@shopmail.org,2025-12-11,REGULAR
CUST00744,Elena Costa,elena.costa73@shopmail.org,2025-01-04,PREMIUM
CUST00745,Maya Verma,maya.verma41@mailbox.net,2024-08-05,PREMIUM
CUST00746,Maya Cole,maya.cole18@shopmail.org,2025-08-04,PREMIUM
CUST00747,Ruby Ford,ruby.ford40@inbox.co,2025-08-03,REGULAR
CUST00748,Priya Bose,priya.bose18@mailbox.net,2025-05-15,REGULAR
CUST00749,Kabir Khan,kabir.khan65example.com,2024-08-20,PREMIUM
CUST00750,Wren Fischer,wren.fischer28@example.com,2026-03-28,REGULAR
CUST00751,Jonas Rossi,jonas.rossi84@mailbox.net,2025-11-27,REGULAR
CUST00752,Yash Costa,yash.costa18@inbox.co,2025-05-25,REGULAR
CUST00753,Isha Fischer,isha.fischer65@example.com,2025-08-08,PREMIUM
CUST00754,Cleo Verma,cleo.verma18@inbox.co,2026-01-09,REGULAR
CUST00755,Victor Tanaka,victor.tanaka95@inbox.co,2024-12-28,VIP
CUST00756,Rohan Bhatt,rohan.bhatt30@example.com,2025-12-13,REGULAR
CUST00757,Yash Nair,yash.nair67@shopmail.org,2025-02-28,REGULAR
CUST00758,Ruby Nair,ruby.nair84@shopmail.org,2024-09-10,REGULAR
CUST00759,Iris Cole,iris.cole75@mailbox.net,2025-04-27,REGULAR
CUST00760,Noah Bennett,noah.bennett84@example.com,2026-03-25,REGULAR
CUST00761,Noah Bhatt,noah.bhatt52@shopmail.org,2026-01-11,PREMIUM
CUST00762,Ivan Quinn,ivan.quinn78@example.com,2025-12-07,REGULAR
CUST00763,Arjun Ford,arjun.ford30@example.com,2025-01-17,REGULAR
CUST00764,Lena Gill,lena.gill24@mailbox.net,2025-01-01,REGULAR
CUST00765,Diya Bhatt,diya.bhatt43@example.com,2025-09-29,REGULAR
CUST00766,Ethan Mercer,ethan.mercer76@mailbox.net,2025-03-04,PREMIUM
CUST00767,Felix Patel,felix.patel6mailbox.net,2025-04-07,REGULAR
CUST00768,Neel Mehta,neel.mehta6@mailbox.net,2026-01-07,REGULAR
CUST00769,Omar Joshi,omar.joshi52@example.com,2026-01-12,PREMIUM
CUST00770,Marcus Bose,marcus.bose58@inbox.co,2025-03-10,PREMIUM
CUST00771,Neel Bhatt,neel.bhatt77@mailbox.net,2025-09-25,PREMIUM
CUST00772,Priya Vaughn,priya.vaughn22@shopmail.org,2025-04-28,VIP
CUST00773,Milo Costa,milo.costa30@inbox.co,2024-10-10,REGULAR
CUST00774,Vivaan Patel,vivaan.patel67@inbox.co,2025-02-24,PREMIUM
CUST00775,Milo Reddy,milo.reddy61@example.com,2025-01-29,PREMIUM
CUST00776,Jonas Vaughn,jonas.vaughn12@inbox.co,2024-11-29,PREMIUM
CUST00777,Milo Rossi,milo.rossi87@inbox.co,2024-08-02,REGULAR
CUST00778,Chloe Nair,chloe.nair55@mailbox.net,2026-01-25,VIP
CUST00779,Ethan Weber,ethan.weber76@example.com,2025-07-25,REGULAR
CUST00780,Omar Mercer,omar.mercer11@shopmail.org,2025-03-27,REGULAR
CUST00781,Jonas Grant,jonas.grant25@example.com,2025-04-21,PREMIUM
CUST00782,Aarav Tanaka,aarav.tanaka16@example.com,2026-01-18,REGULAR
CUST00783,Tara Larsen,tara.larsen47@example.com,2025-09-23,REGULAR
CUST00784,Wren Novak,wren.novak69@inbox.co,2025-04-25,REGULAR
CUST00785,Cleo Cole,cleo.cole97mailbox.net,2025-09-11,REGULAR
CUST00786,Alice Mercer,alice.mercer48@inbox.co,2025-01-31,REGULAR
CUST00787,Elena Tanaka,elena.tanaka91@inbox.co,2025-07-19,PREMIUM
CUST00788,Diya Bhatt,diya.bhatt90@mailbox.net,2025-11-01,REGULAR
CUST00789,Adam Fischer,adam.fischer71@example.com,2025-07-13,REGULAR
CUST00790,Aarav Bose,aarav.bose61@inbox.co,2024-12-27,REGULAR
CUST00791,Omar Bhatt,omar.bhatt11@example.com,2025-08-15,PREMIUM
CUST00792,Zara Hale,zara.hale92@example.com,2025-05-21,VIP
CUST00793,Priya Quinn,priya.quinn2@mailbox.net,2025-10-24,PREMIUM
CUST00794,Iris Petrova,iris.petrova5@mailbox.net,2025-02-16,REGULAR
CUST00795,Rohan Bennett,rohan.bennett84@example.com,2025-04-02,VIP
CUST00796,Isha Cole,isha.cole46@inbox.co,2025-09-14,REGULAR
CUST00797,Dev Hale,dev.hale95@example.com,2024-08-16,VIP
CUST00798,Alice Petrova,alice.petrova75shopmail.org,2026-02-24,REGULAR
CUST00799,Lena Bhatt,lena.bhatt25@inbox.co,2026-04-13,VIP
CUST00800,Victor Sharma,victor.sharma23@inbox.co,2025-04-25,REGULAR
