customer_sk,customer_id,customer_name,segment,country,city,state,postal_code,region,total_orders,total_sales,total_profit,last_order_date,loyalty_tier,email,record_updated_at,record_hash,effective_start_date,effective_end_date,is_current
409,JS-15940,Joni Sundaresam,Home Office,United States,Lancaster,Ohio,43130,East,5,469.17,-327.93,2016-09-23,BRONZE,joni.sundaresam@example.com,2019-12-31 22:00:00+00:00,1e2d2d9fe5b747c7327025ed6118a572,2019-12-31 22:00:00+00:00,,True
410,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,6,2642.31,-311.26,2017-12-02,GOLD,joy.smith@example.com,2019-12-31 23:45:00+00:00,7cb6ab9d879afca2c34c9852fdbef901,2019-12-31 22:00:00+00:00,,True
866,JV-20238,Jonas Vaughn,Corporate,United States,Chicago,Illinois,60610,Central,1,5718.68,-244.63,2020-01-15,PLATINUM,jonas.vaughn@example.com,2020-01-15 06:30:00+00:00,d4413dffedd84aafe53aeb2a1507dd21,2020-01-15 06:30:00+00:00,,True
411,JW-15220,Jane Waco,Corporate,United States,Lawrence,Massachusetts,01841,East,6,7721.71,2173.71,2017-11-18,PLATINUM,jane.waco@example.com,2019-12-31 22:00:00+00:00,b374c8279c24f93e82f8b69ed986a929,2019-12-31 22:00:00+00:00,,True
412,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,7,1244.09,-29.58,2017-12-25,SILVER,joni.wasserman@example.com,2019-12-31 22:00:00+00:00,cd0d6a3acb972203253c89f1c33f06aa,2019-12-31 22:00:00+00:00,,True
413,JW-16075,Julia West,Consumer,United States,Jacksonville,North Carolina,28540,South,4,1428.73,154.06,2016-09-25,SILVER,julia.west@example.com,2019-12-31 22:00:00+00:00,3203216b3f7111fdd24cd063e87ea7e0,2019-12-31 22:00:00+00:00,,True
414,KA-16525,Kelly Andreada,Unknown,United States,New York City,New York,10035,East,7,1519.51,234.92,2017-11-24,SILVER,kelly.andreada@example.com,2019-12-31 22:00:00+00:00,c2700dad989fbf0e0b5965e63f3f6f33,2019-12-31 22:00:00+00:00,,True
415,KB-16240,Karen Bern,Corporate,United States,Saint Cloud,Minnesota,56301,Central,7,3152.62,763.91,2017-12-26,GOLD,karen.bern@example.com,2019-12-31 22:00:00+00:00,ca31acf06ab52b35ccba0be17eecd723,2019-12-31 22:00:00+00:00,2020-01-15 06:30:00+00:00,False
999,KB-16240,Karen Bern,Corporate,United States,Saint Cloud,Minnesota,56301,Central,11,3342.77,991.29,2020-01-15,GOLD,karen.bern@example.com,2020-01-15 06:30:00+00:00,a63026bb96462ece15697688822caf1b,2020-01-15 06:30:00+00:00,,True
416,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312,East,9,1569.46,49.72,2017-03-09,SILVER,karl.braun@example.com,2019-12-31 22:00:00+00:00,e29fbab478d04ecafdddf1ed8d74c33b,2019-12-31 22:00:00+00:00,,True
417,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035,East,3,908.82,274.3,2017-09-04,BRONZE,katrina.bavinger@example.com,2019-12-31 22:00:00+00:00,e99d1c834f479a33789b8bfb8b8a5a67,2019-12-31 22:00:00+00:00,2020-01-15 06:30:00+00:00,False
1000,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035,East,5,1415.34,279.03,2020-01-15,SILVER,katrina.bavinger@example.com,2020-01-15 06:30:00+00:00,f5c8bc3ccea90e4af8d5e4326c913353,2020-01-15 06:30:00+00:00,,True
418,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,12,2744.74,579.36,2017-05-14,GOLD,ken.black@example.com,2019-12-31 22:00:00+00:00,085de2e519982702ea20015c03f3d696,2019-12-31 22:00:00+00:00,,True
419,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,7,983.92,293.55,2017-12-29,BRONZE,ken.brennan@example.com,2019-12-31 22:00:00+00:00,828b0412134d050708c9142f72874b3f,2019-12-31 22:00:00+00:00,,True
420,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,6,2120.95,846.12,2016-11-18,SILVER,karen.carlisle@example.com,2019-12-31 22:00:00+00:00,37902f96cbaf4017b86f651aabca0c52,2019-12-31 22:00:00+00:00,,True
421,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037,West,4,3908.26,709.42,2017-09-24,GOLD,kelly.collister@example.com,2019-12-31 22:00:00+00:00,bf6db40e147ac93f0140d45ce50ace28,2019-12-31 22:00:00+00:00,,True
422,KC-16675,Kimberly Carter,Corporate,United States,Louisville,Kentucky,40214,South,4,1146.05,156.78,2017-11-03,SILVER,kimberly.carter@example.com,2019-12-31 22:00:00+00:00,8e4f389c4a07201cd13647a6290c404f,2019-12-31 22:00:00+00:00,,True
423,KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,77095,Central,5,8282.36,1107.7,2016-09-02,PLATINUM,karen.daniels@example.com,2019-12-31 22:00:00+00:00,da2ff5a2e02cdad856017bdfe48d0ec8,2019-12-31 22:00:00+00:00,,True
424,KD-16345,Katherine Ducich,Consumer,United States,Chicago,Illinois,60623,Central,6,1888.96,328.59,2017-11-19,SILVER,katherine.ducich@unknown.local,2019-12-31 22:00:00+00:00,d4738039a3c90f25c85c5a1f35edb517,2019-12-31 22:00:00+00:00,,True
425,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,12,8181.26,3038.63,2017-09-09,PLATINUM,keith.dawkins@example.com,2019-12-31 22:00:00+00:00,d2236ecbf5223bb9ddaa67c9584bd968,2019-12-31 22:00:00+00:00,2020-01-15 06:30:00+00:00,False
1001,KD-16495,Keith Dawkins,Corporate,United States,Seattle,Washington,98101,West,13,9092.78,3495.99,2020-01-15,PLATINUM,keith.dawkins@example.com,2020-01-15 06:30:00+00:00,49260713c73b23a7191667394c268eea,2020-01-15 06:30:00+00:00,,True
426,KD-16615,Ken Dana,Corporate,United States,Anaheim,California,92804,West,5,2355.69,539.72,2017-03-16,SILVER,ken.dana@example.com,2019-12-31 23:45:00+00:00,83b0327a0bab43a4a04d2603aa83e458,2019-12-31 22:00:00+00:00,2020-01-15 06:30:00+00:00,False
1002,KD-16615,Ken Dana,Corporate,United States,Anaheim,California,92804,West,7,3128.22,554.63,2020-01-15,GOLD,ken.dana@example.com,2020-01-15 06:30:00+00:00,e85bc63e0122127006c02e79328e5385,2020-01-15 06:30:00+00:00,,True
427,KE-16420,Katrina Edelman,Corporate,United States,Los Angeles,California,90008,West,8,1771.07,397.88,2017-12-04,SILVER,katrina.edelman@example.com,2019-12-31 23:45:00+00:00,26ebdac5633d74d54dd8afdbbe86c798,2019-12-31 22:00:00+00:00,,True
428,KF-16285,Karen Ferguson,Home Office,United States,Sandy Springs,Georgia,30328,South,7,10604.27,1660.14,2017-09-24,PLATINUM,karen.ferguson@example.com,2019-12-31 22:00:00+00:00,a31250aff38ed0d6d9ff8b25cf769f00,2019-12-31 22:00:00+00:00,,True
429,KH-16330,Katharine Harms,Corporate,United States,New York City,New York,10024,East,8,3312.86,454.79,2017-11-20,GOLD,katharine.harms@example.com,2019-12-31 22:00:00+00:00,9b1bfcdb3649dab058ada7ed7391557d,2019-12-31 22:00:00+00:00,,True
430,KH-16360,Katherine Hughes,Consumer,United States,Louisville,Kentucky,40214,South,6,3100.61,528.21,2017-12-29,GOLD,katherine.hughes@example.com,2019-12-31 22:00:00+00:00,192633eca8c760ae7f58d9cb8f60f6d2,2019-12-31 22:00:00+00:00,,True
431,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,7,5952.86,656.12,2017-12-08,PLATINUM,keith.herrera@example.com,2019-12-31 22:00:00+00:00,b08bf5d446f5d7d47524200c7f37da4c,2019-12-31 22:00:00+00:00,,True
432,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735,East,9,3918.97,727.38,2017-11-02,GOLD,ken.heidel@example.com,2019-12-31 22:00:00+00:00,85b097371e819b8796c91d665339cc6c,2019-12-31 22:00:00+00:00,,True
433,KH-16690,Kristen Hastings,Corporate,United States,Springfield,Oregon,97477,West,7,5990.8,1227.51,2017-12-28,PLATINUM,kristen.hastings@example.com,2019-12-31 22:00:00+00:00,a7184ec6265c92b1b6323dec32ccc43d,2019-12-31 22:00:00+00:00,,True
871,KK-20028,Kabir Khan,Corporate,United States,Philadelphia,Pennsylvania,19140,East,2,6561.79,860.32,2020-01-15,PLATINUM,kabir.khan@example.com,2020-01-15 06:30:00+00:00,e1dac6288113839d02c52255c973fe38,2020-01-15 06:30:00+00:00,,True
434,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,8,5016.49,-182.78,2017-12-14,PLATINUM,kelly.lampkin@example.com,2019-12-31 22:00:00+00:00,04b0c7524a546a6bbe1c03ea5d868dc6,2019-12-31 22:00:00+00:00,,True
435,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,12,14175.23,806.86,2017-11-13,PLATINUM,ken.lonsdale@example.com,2019-12-31 22:00:00+00:00,1dde0e3ffc9576743e9b7b2adf69a69e,2019-12-31 22:00:00+00:00,,True
436,KM-16225,Kalyca Meade,Corporate,United States,Baltimore,Maryland,21215,East,6,2260.96,635.11,2017-12-16,SILVER,kalyca.meade@example.com,2019-12-31 22:00:00+00:00,1d54123a259cc079a8568ff4f5eec794,2019-12-31 22:00:00+00:00,,True
437,KM-16375,Katherine Murray,Home Office,United States,Gilbert,Arizona,85234,West,8,5620.19,973.79,2017-11-04,PLATINUM,katherine.murray@example.com,2019-12-31 22:00:00+00:00,0cf739277925060c40505cd60f17e337,2019-12-31 22:00:00+00:00,2020-01-15 06:30:00+00:00,False
1003,KM-16375,Katherine Murray,Home Office,United States,Gilbert,Arizona,85234,West,9,6337.57,1324.47,2020-01-15,PLATINUM,katherine.murray@example.com,2020-01-15 06:30:00+00:00,794af1a00eb576b33587200fd3e42ef0,2020-01-15 06:30:00+00:00,,True
438,KM-16660,Khloe Miller,Consumer,United States,Inglewood,California,90301,West,5,453.54,91.14,2017-12-15,BRONZE,khloe.miller@example.com,2019-12-31 22:00:00+00:00,80280d7ffc478588422a919c477162a9,2019-12-31 22:00:00+00:00,,True
439,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035,East,8,4909.47,745.77,2017-12-02,GOLD,kunst.miller@example.com,2019-12-31 22:00:00+00:00,5a27401a76cd9182d09b6cc1572b6eb4,2019-12-31 22:00:00+00:00,,True
440,KN-16390,Katherine Nockton,Corporate,United States,New York City,New York,10011,East,9,2617.27,-151.15,2017-12-11,GOLD,katherine.nockton@example.com,2019-12-31 22:00:00+00:00,1e148dd69a40ed459606265d4d0fcdd6,2019-12-31 22:00:00+00:00,,True
441,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,5,2171.96,114.31,2017-11-08,SILVER,kean.nguyen@example.com,2019-12-31 22:00:00+00:00,8acb2d20a57983c30733157c90a8eaa4,2019-12-31 22:00:00+00:00,,True
442,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105,West,8,2280.58,329.76,2017-09-23,SILVER,kristina.nunn@example.com,2019-12-31 22:00:00+00:00,37201a1ce8bb45ab97ede4eeb2ecd992,2019-12-31 22:00:00+00:00,,True
873,KN-20308,Kian Nolan,Home Office,United States,Philadelphia,Pennsylvania,19140,East,3,3005.13,20.34,2020-01-15,GOLD,kian.nolan@unknown.local,2020-01-15 06:30:00+00:00,96149ea32de801843d1672bac2429439,2020-01-15 06:30:00+00:00,,True
443,KS-16300,Karen Seio,Corporate,United States,Raleigh,North Carolina,00000,South,3,88.47,0.11,2017-03-10,BRONZE,karen.seio@example.com,2019-12-31 22:00:00+00:00,acfa315d01832c59be353dda2ef1867d,2019-12-31 22:00:00+00:00,,True
444,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,7,3057.1,254.0,2016-12-04,GOLD,kean.takahito@example.com,2019-12-31 22:00:00+00:00,22404147da8c40dcac066cc25a68da82,2019-12-31 22:00:00+00:00,,True
445,KT-16480,Kean Thornton,Consumer,United States,Buffalo,New York,14215,East,10,4642.09,194.07,2017-09-21,GOLD,kean.thornton@example.com,2019-12-31 22:00:00+00:00,fe0b8837784fd8b9e25a127bc058d358,2019-12-31 22:00:00+00:00,,True
446,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,5,4416.52,1756.14,2017-09-25,GOLD,katrina.willman@example.com,2019-12-31 22:00:00+00:00,379f4acf7460e3670a6091823ea003b1,2019-12-31 22:00:00+00:00,,True
447,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122,Central,4,449.1,107.93,2015-11-20,BRONZE,kelly.williams@example.com,2019-12-31 22:00:00+00:00,c82c4f7cb6f895b1e74ce61b081abaf8,2019-12-31 22:00:00+00:00,,True
448,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,07601,East,11,0.0,2059.12,2017-07-29,BRONZE,laura.armstrong@example.com,2019-12-31 23:45:00+00:00,c0f600d0bf0be8c3e789a06091c1d140,2019-12-31 22:00:00+00:00,,True
449,LB-16735,Larry Blacks,Consumer,United States,Fort Worth,Texas,76106,Central,3,50.19,18.65,2017-11-12,BRONZE,larry.blacks@example.com,2019-12-31 22:00:00+00:00,68ac3795561efa4ec4a743f2110eec13,2019-12-31 22:00:00+00:00,,True
450,LB-16795,Laurel Beltran,Home Office,United States,Seattle,Washington,98105,West,8,4985.68,-52.19,2017-07-31,GOLD,laurel.beltran@example.com,2019-12-31 22:00:00+00:00,a62bace952ae0b1c198dd4cefd240009,2019-12-31 22:00:00+00:00,,True
451,LC-16870,Lena Cacioppo,Consumer,United States,Thornton,Colorado,80229,West,8,2580.7,-188.25,2017-12-03,GOLD,lena.cacioppo@example.com,2019-12-31 22:00:00+00:00,5faa2972857b8a4f2b16f91ff507773e,2019-12-31 22:00:00+00:00,,True
452,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,12,7663.13,1288.35,2017-12-14,PLATINUM,lena.creighton@example.com,2019-12-31 22:00:00+00:00,28518673ae210edd7beccbf0f6919d7d,2019-12-31 22:00:00+00:00,,True
453,LC-16930,Linda Cazamias,Corporate,United States,Phoenix,Arizona,85023,West,8,4492.95,288.27,2017-11-19,GOLD,linda.cazamias@example.com,2019-12-31 22:00:00+00:00,fe9babf5eb6bc9e3e4038955e756450e,2019-12-31 22:00:00+00:00,,True
454,LC-16960,Lindsay Castell,Home Office,United States,Tampa,Florida,33614,South,4,3408.96,299.48,2016-10-20,GOLD,lindsay.castell@example.com,2019-12-31 23:45:00+00:00,108b90f077323162de8d907467d98724,2019-12-31 22:00:00+00:00,,True
455,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,90004,West,5,2095.06,86.78,2017-11-06,SILVER,liz.carlisle@example.com,2019-12-31 22:00:00+00:00,08714d6213c460ea8b67a074a5514c82,2019-12-31 22:00:00+00:00,,True
456,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,9,2633.58,231.13,2017-12-17,GOLD,logan.currie@example.com,2019-12-31 22:00:00+00:00,51265c1b434a5cbca810c4268cb6a50c,2019-12-31 22:00:00+00:00,2020-01-15 06:30:00+00:00,False
1004,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,11,3409.14,293.42,2020-01-15,GOLD,logan.currie@example.com,2020-01-15 06:30:00+00:00,8d8348c3151639f953fb0960fcc5366c,2020-01-15 06:30:00+00:00,,True
457,LD-16855,Lela Donovan,Corporate,United States,Chicago,Illinois,60653,Central,1,5.3,0.46,2016-06-26,BRONZE,lela.donovan@example.com,2019-12-31 22:00:00+00:00,4c840147302d9026e036386c9548a163,2019-12-31 22:00:00+00:00,2020-01-15 06:30:00+00:00,False
1005,LD-16855,Lela Donovan,Corporate,United States,Chicago,Illinois,60653,Central,4,7.09,0.61,2020-01-15,BRONZE,lela.donovan@example.com,2020-01-15 06:30:00+00:00,c1b79329ea65260f3801f1afd62a4783,2020-01-15 06:30:00+00:00,,True
458,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,4,1961.93,557.17,2016-11-11,SILVER,lisa.decherney@example.com,2019-12-31 22:00:00+00:00,d75210060ab4b9be832c3d0bc217c13a,2019-12-31 22:00:00+00:00,,True
459,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,Central,6,1469.45,161.76,2017-12-09,SILVER,laurel.elliston@example.com,2019-12-31 22:00:00+00:00,bcb593e2602ed380c55c7695abe720f0,2019-12-31 22:00:00+00:00,,True
460,LF-17185,Luke Foster,Consumer,United States,San Antonio,Texas,78207,Central,7,3930.51,-3583.98,2017-12-08,GOLD,luke.foster@example.com,2019-12-31 22:00:00+00:00,35cc79274df6de0a5c78d674f1f59c0b,2019-12-31 22:00:00+00:00,,True
876,LG-20196,Leo Grant,Corporate,United States,Philadelphia,Pennsylvania,19140,East,4,6325.54,444.58,2020-01-15,PLATINUM,leo.grant@example.com,2020-01-15 06:30:00+00:00,05aad421a41cec28d1489a9d45aa6038,2020-01-15 06:30:00+00:00,,True
461,LH-16750,Larry Hughes,Consumer,United States,Chandler,Arizona,85224,West,3,287.43,12.63,2017-08-01,BRONZE,larry.hughes@example.com,2019-12-31 22:00:00+00:00,0268e7579e9c3e428392cf849c9ed536,2019-12-31 22:00:00+00:00,2020-01-15 06:30:00+00:00,False
1006,LH-16750,Larry Hughes,Corporate,United States,Chandler,Arizona,85224,West,4,334.1,12.71,2020-01-15,BRONZE,larry.hughes@example.com,2020-01-15 06:30:00+00:00,679687b38aa650ad1eaf451565c55efb,2020-01-15 06:30:00+00:00,,True
462,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834,South,9,2295.33,526.07,2017-12-09,SILVER,lena.hernandez@example.com,2019-12-31 22:00:00+00:00,c249413480ceb3a63c4e10c208daf70d,2019-12-31 22:00:00+00:00,,True
463,LH-17020,Lisa Hazard,Consumer,United States,Louisville,Colorado,80027,West,4,318.24,-242.74,2017-05-05,BRONZE,lisa.hazard@example.com,2019-12-31 22:00:00+00:00,5b2ae5c964ea509eed9d64a5b8e6322a,2019-12-31 22:00:00+00:00,,True
464,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,West,9,1739.69,316.52,2016-12-10,SILVER,logan.haushalter@example.com,2019-12-31 22:00:00+00:00,ecae1604a4d05d43470d75639c6885fe,2019-12-31 22:00:00+00:00,,True
465,LL-16840,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,6,2741.2,560.01,2017-04-25,GOLD,lauren.leatherbury@example.com,2019-12-31 22:00:00+00:00,8ba628f7fa36c91e0cf7e596f288ed91,2019-12-31 22:00:00+00:00,,True
466,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,5,1346.77,-44.88,2016-12-04,SILVER,liz.mackendrick@example.com,2019-12-31 22:00:00+00:00,83795ecd6098b8164a29feb67d7b0c79,2019-12-31 22:00:00+00:00,,True
878,LN-20119,Lena Novak,Home Office,United States,Los Angeles,California,90036,West,3,8019.77,28.78,2020-01-15,PLATINUM,lena.novak@example.com,2020-01-15 06:30:00+00:00,f21dbe9fecc4231cca937a49bf618acc,2020-01-15 06:30:00+00:00,,True
467,LO-17170,Lori Olson,Corporate,United States,Peoria,Illinois,61604,Central,5,644.35,150.17,2017-12-28,BRONZE,lori.olson@example.com,2019-12-31 22:00:00+00:00,3304aadeb9536a11c3db1e0d439aeb9d,2019-12-31 22:00:00+00:00,,True
468,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,4,756.61,110.78,2017-11-20,BRONZE,liz.pelletier@example.com,2019-12-31 22:00:00+00:00,0e6c993949029c90db7968b4e2a2c9de,2019-12-31 22:00:00+00:00,,True
469,LP-17095,Liz Preis,Consumer,United States,Aurora,Illinois,60505,Central,7,3653.4,338.45,2017-12-21,GOLD,liz.preis@example.com,2019-12-31 22:00:00+00:00,cc8f8b1ca61ff04884b83773b886e152,2019-12-31 22:00:00+00:00,,True
470,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,90036,West,6,5142.89,535.48,2017-12-04,PLATINUM,lena.radford@example.com,2019-12-31 22:00:00+00:00,246f32a2a8a95718b63c8db3422ea581,2019-12-31 22:00:00+00:00,2020-01-15 06:30:00+00:00,False
1007,LR-16915,Lena Radford,Consumer,United States,Miami,Florida,33101,South,9,8216.62,614.2,2020-01-15,PLATINUM,lena.radford@example.com,2020-01-15 06:30:00+00:00,c8550f79fbcbde5aef9a1064177ed21a,2020-01-15 06:30:00+00:00,,True
471,LR-17035,Lisa Ryan,Corporate,United States,Philadelphia,Pennsylvania,19134,East,5,1879.31,-382.81,2017-08-20,SILVER,lisa.ryan@example.com,2019-12-31 22:00:00+00:00,fdf532d3dc97aa6215884e6229a90650,2019-12-31 22:00:00+00:00,,True
472,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,6,2845.27,-318.77,2017-07-05,GOLD,linda.southworth@example.com,2019-12-31 22:00:00+00:00,d86b272bc4e57e111335821375a55316,2019-12-31 22:00:00+00:00,2020-01-15 06:30:00+00:00,False
1008,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,9,3108.87,-335.53,2020-01-15,GOLD,linda.southworth@example.com,2020-01-15 06:30:00+00:00,6362bcbcb5ce4ad7c9f256592cf014f0,2020-01-15 06:30:00+00:00,,True
473,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,9,2988.67,262.64,2017-12-10,GOLD,lindsay.shagiari@example.com,2019-12-31 22:00:00+00:00,8e6d9e52b06ddb2c5157896f34efc1ec,2019-12-31 22:00:00+00:00,,True
474,LS-17200,Luke Schmidt,Corporate,United States,Fresno,California,93727,Unknown,6,1010.26,244.2,2017-09-25,SILVER,luke.schmidt@example.com,2019-12-31 22:00:00+00:00,11ec65bf35b8f725f27799b1e1b3b153,2019-12-31 22:00:00+00:00,,True
475,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,75051,Central,3,368.88,39.2,2015-11-14,BRONZE,lycoris.saunders@example.com,2019-12-31 22:00:00+00:00,3423073b49efbe0359d7ec558cf73453,2019-12-31 22:00:00+00:00,,True
476,LS-17245,Lynn Smith,Consumer,United States,Utica,New York,13501,East,6,1008.14,348.36,2017-11-26,SILVER,lynn.smith@example.com,2019-12-31 22:00:00+00:00,153b94d1bb7e980d7922a31f8b701970,2019-12-31 22:00:00+00:00,,True
477,LT-16765,Larry Tron,Consumer,United States,Escondido,California,92025,West,3,329.88,59.04,2017-12-04,BRONZE,larry.tron@example.com,2019-12-31 22:00:00+00:00,e72583ae7b60cbd14d520ac6796b3080,2019-12-31 22:00:00+00:00,,True
478,LT-17110,Liz Thompson,Consumer,United States,San Diego,California,92105,West,8,2936.25,320.97,2017-11-26,GOLD,liz.thompson@example.com,2019-12-31 22:00:00+00:00,2ef9846861500716cf56d8f7de23c66a,2019-12-31 22:00:00+00:00,,True
479,LW-16825,Laurel Workman,Corporate,United States,Phoenix,Arizona,85023,West,5,2238.06,32.58,2017-10-03,SILVER,laurel.workman@example.com,2019-12-31 22:00:00+00:00,b436f5f569fe34aef7c99d4590915455,2019-12-31 22:00:00+00:00,,True
480,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,6,3230.31,662.83,2017-11-27,GOLD,lindsay.williams@example.com,2019-12-31 22:00:00+00:00,fac6c9d5e0f0dd54a904e436a25e0d06,2019-12-31 22:00:00+00:00,,True
481,LW-17125,Liz Willingham,Consumer,United States,Virginia Beach,Virginia,23464,South,3,1259.04,192.63,2017-06-08,SILVER,liz.willingham@example.com,2019-12-31 22:00:00+00:00,5ad2f0129aab1c1e150e45f6a9172149,2019-12-31 22:00:00+00:00,,True
482,LW-17215,Luke Weiss,Consumer,United States,Rochester,New York,14609,East,7,5420.51,837.24,2017-12-09,PLATINUM,luke.weiss@example.com,2019-12-31 22:00:00+00:00,65996806ddb55dce9e8842879f4d8fb4,2019-12-31 22:00:00+00:00,,True
483,MA-17560,Matt Abelman,Home Office,United States,Everett,Massachusetts,02149,East,11,4299.16,1240.23,2017-10-27,GOLD,matt.abelman@example.com,2019-12-31 22:00:00+00:00,71d368b653bd47733e0c0cb4a17f6f2e,2019-12-31 22:00:00+00:00,,True
484,MA-17995,Michelle Arnett,Home Office,United States,Richmond,Virginia,23223,South,6,2453.28,280.78,2017-06-27,SILVER,michelle.arnett@example.com,2019-12-31 22:00:00+00:00,519e6a976f9211452e136b7443751761,2019-12-31 22:00:00+00:00,,True
485,MB-17305,Maria Bertelson,Consumer,United States,Columbus,Ohio,43229,East,10,1548.7,212.42,2017-11-12,SILVER,maria.bertelson@example.com,2019-12-31 22:00:00+00:00,447dbda8a2db027199a4e7929c89d0c8,2019-12-31 22:00:00+00:00,,True
486,MB-18085,Mick Brown,Consumer,United States,Charlotte,North Carolina,28205,South,7,1428.23,117.81,2017-11-16,SILVER,mick.brown@example.com,2019-12-31 22:00:00+00:00,0171141f7a30e60046fb672a028c896c,2019-12-31 22:00:00+00:00,,True
487,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,8,2725.98,461.0,2017-10-15,GOLD,marc.crier@example.com,2019-12-31 22:00:00+00:00,bc198808f3c3cca3642311eb50a931db,2019-12-31 22:00:00+00:00,2020-01-15 06:30:00+00:00,False
1009,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,10,3659.71,498.09,2020-01-15,GOLD,marc.crier@example.com,2020-01-15 06:30:00+00:00,e78f7b919cbb59b74aa3f18c8509eeb4,2020-01-15 06:30:00+00:00,,True
488,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,36608,South,5,4432.14,1802.39,2016-11-26,GOLD,mark.cousins@example.com,2019-12-31 22:00:00+00:00,d1fd90949ce83cf507f98eaa1e48d239,2019-12-31 22:00:00+00:00,2020-01-15 06:30:00+00:00,False
1010,MC-17425,Mark Cousins,Home Office,United States,Mobile,Alabama,36608,South,9,5973.15,2144.0,2020-01-15,PLATINUM,mark.cousins@example.com,2020-01-15 06:30:00+00:00,649c4aee8e30aceb27d658f459b0a933,2020-01-15 06:30:00+00:00,,True
489,MC-17575,Matt Collins,Consumer,United States,Fayetteville,North Carolina,28314,South,8,1303.89,210.75,2017-12-03,SILVER,matt.collins@example.com,2019-12-31 22:00:00+00:00,7c73bc04fe6c61d0cbe4942634818fe9,2019-12-31 22:00:00+00:00,,True
490,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,6,2426.07,288.98,2017-11-09,SILVER,matt.collister@example.com,2019-12-31 22:00:00+00:00,3940ed80460c31bceb5bd292abe560a8,2019-12-31 22:00:00+00:00,,True
491,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,8,2258.19,195.45,2017-09-09,SILVER,matt.connell@example.com,2019-12-31 22:00:00+00:00,89d6be29e03fe42730e4e181e1d96909,2019-12-31 22:00:00+00:00,,True
492,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,4,795.15,-247.94,2017-06-24,BRONZE,matthew.clasen@example.com,2019-12-31 22:00:00+00:00,b450ba9ce2d50f7a30c4ce3200bf963a,2019-12-31 22:00:00+00:00,,True
493,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,7,3805.71,698.42,2017-12-29,GOLD,michael.chen@example.com,2019-12-31 22:00:00+00:00,5a93a16c7031117219227dead7ae1dad,2019-12-31 22:00:00+00:00,,True
